,city,state,males,females,lat,lng,state_name,city_state,pop,murdersPerState
542,Keller,TX,1,1,32.9357105,-97.2289692714149,Texas,"Keller, Texas",33,954
543,Kerrville,TX,1,0,30.0474332,-99.1403189,Texas,"Kerrville, Texas",22347,954
544,Killeen,TX,9,3,31.1171194,-97.7277959,Texas,"Killeen, Texas",127921,954
545,Kountze,TX,1,0,30.37432,-94.31679797679,Texas,"Kountze, Texas",2123,954
546,Lancaster,TX,3,0,32.598302,-96.7751211128244,Texas,"Lancaster, Texas",156633,954
547,Laredo,TX,3,0,27.506407,-99.5075421,Texas,"Laredo, Texas",198,954
549,League City,TX,1,0,29.5074538,-95.0949303,Texas,"League City, Texas",83560,954
550,Leander,TX,1,1,30.57814,-97.8425888879418,Texas,"Leander, Texas",26521,954
551,Lewisville,TX,2,0,33.042576,-96.9662897276534,Texas,"Lewisville, Texas",1280,954
552,Little Elm,TX,1,1,33.1626194,-96.9375051,Texas,"Little Elm, Texas",25898,954
553,Live Oak,TX,1,1,28.170008,-97.8471215,Texas,"Live Oak, Texas",8392,954
554,Longview,TX,2,1,32.5065765,-94.7515098851302,Texas,"Longview, Texas",153,954
556,Lubbock,TX,9,1,33.5778631,-101.8551665,Texas,"Lubbock, Texas",229573,954
557,Mansfield,TX,1,1,32.5643835,-97.1121036778354,Texas,"Mansfield, Texas",1139,954
558,Marshall,TX,1,0,32.5311225,-94.3446130081966,Texas,"Marshall, Texas",93019,954
559,Maypearl,TX,2,0,32.3132003,-97.0116691,Texas,"Maypearl, Texas",934,954
560,McAllen,TX,1,0,26.2260035,-98.2373177181604,Texas,"McAllen, Texas",129877,954
561,McCamey,TX,1,0,31.135591,-102.2244427,Texas,"McCamey, Texas",1887,954
562,McGregor,TX,1,0,31.4388265,-97.40673997914688,Texas,"McGregor, Texas",871,954
563,McKinney,TX,1,0,33.1976496,-96.6154471,Texas,"McKinney, Texas",63,954
564,Mercedes,TX,2,0,26.1497977,-97.9136112,Texas,"Mercedes, Texas",15570,954
565,Mesquite,TX,3,3,32.7666103,-96.599472,Texas,"Mesquite, Texas",15276,954
566,Midland,TX,1,1,31.83688,-102.0103767,Texas,"Midland, Texas",325,954
567,Midland County,TX,1,0,31.86918585,-102.031586918774,Texas,"Midland County, Texas",83629,954
568,Mission,TX,1,0,26.1985485,-98.3102862046617,Texas,"Mission, Texas",3972,954
569,Montgomery County,TX,2,1,30.1791039,-95.1623323,Texas,"Montgomery County, Texas",229363,954
570,Morgan's Point,TX,1,1,29.6793945,-94.9899276,Texas,"Morgan's Point, Texas",339,954
571,Mount Enterprise,TX,1,0,31.9179473,-94.6810439,Texas,"Mount Enterprise, Texas",447,954
572,Nacogdoches County,TX,2,0,31.536146,-94.59451605196632,Texas,"Nacogdoches County, Texas",64524,954
